session_id,title,workflow_type,status,current_step,total_steps,case_id,created_at,updated_at,extracted_data,config
JIR-1753287150704-msgrzr55,Test No Human Comments,jira,running,1,7,XSX-4113,2025-07-23T16:12:30.705Z,2025-07-23T16:12:47.343Z,{},{}
JIR-1753287342760-rkwteaqe,Test Communication Agent Fix,jira,pending_data_extraction,1,7,HIS-90,2025-07-23T16:15:42.760Z,2025-07-23T16:15:50.665Z,{},{}
JIR-1753287467814-9arua5zz,Test Communication Agent Fix,jira,pending_data_extraction,1,7,HIS-90,2025-07-23T16:17:47.814Z,2025-07-23T16:17:55.654Z,{},{}
JIR-1753287660036-hewl8sxw,Slip - Reference 7286812318,jira,completed,4,7,XSX-4117,2025-07-23T16:21:00.037Z,2025-07-23T16:21:41.454Z,"{""slip_reference"":""LMX/2025/001"",""syndicate"":""623"",""lead_underwriter"":""James Wilson"",""broker_email"":""broker@lloydsunderwriting.com"",""risk_category"":""Marine Cargo"",""coverage_territory"":""Worldwide"",""business_description"":""Marine cargo insurance for international shipping operations covering goods in transit via sea, air, and land transportation. The insured has 25 years of trading experience with excellent loss record."",""policy_limits"":""$50,000,000"",""premium_amount"":""$485,000"",""deductible"":""$25,000"",""brokerage_rate"":""15%"",""policy_inception_date"":""01/04/2025"",""policy_expiry_date"":""31/03/2026""}",{}
JIR-1753287869384-ryurzkvt,Slip - Reference 7286812318,jira,pending_data_extraction,1,7,HIS-90,2025-07-23T16:24:29.384Z,2025-07-23T16:24:37.221Z,{},{}
JIR-1753288049329-u7xwz023,Slip - Reference 7286812318,jira,completed,4,7,XSX-4117,2025-07-23T16:27:29.329Z,2025-07-23T16:32:51.664Z,"{""slip_reference"":""LMX/2025/001"",""syndicate"":""623"",""lead_underwriter"":""James Wilson"",""broker_email"":""broker@lloydsunderwriting.com"",""risk_category"":""Marine Cargo"",""coverage_territory"":""Worldwide"",""business_description"":""Marine cargo insurance for international shipping operations covering goods in transit via sea, air, and land transportation. The insured has 25 years of trading experience with excellent loss record."",""policy_limits"":""$50,000,000"",""premium_amount"":""$485,000"",""deductible"":""$25,000"",""brokerage_rate"":""15%"",""policy_inception_date"":""01/04/2025"",""policy_expiry_date"":""31/03/2026""}",{}
JIR-1753288508848-4462t99f,Slip - Reference 7286812318,jira,completed,4,7,XSX-4117,2025-07-23T16:35:08.849Z,2025-07-23T16:40:01.000Z,"{""slip_reference"":""LMX/2025/001"",""syndicate"":""623"",""lead_underwriter"":""James Wilson"",""broker_email"":""broker@lloydsunderwriting.com"",""risk_category"":""Marine Cargo"",""coverage_territory"":""Worldwide"",""business_description"":""Marine cargo insurance for international shipping operations covering goods in transit via sea, air, and land transportation. The insured has 25 years of trading experience with excellent loss record."",""policy_limits"":""$50,000,000"",""premium_amount"":""$485,000"",""deductible"":""$25,000"",""brokerage_rate"":""15%"",""policy_inception_date"":""01/04/2025"",""policy_expiry_date"":""31/03/2026""}",{}
JIR-1753289086625-8aw2y66l,Slip - Reference 7286812318,jira,pending_human_response,1,7,XSX-4117,2025-07-23T16:44:46.625Z,2025-07-23T16:45:28.594Z,"{""slip_reference"":""LMX/2025/001"",""syndicate"":""623"",""lead_underwriter"":""James Wilson"",""broker_email"":""broker@lloydsunderwriting.com"",""risk_category"":""Marine Cargo"",""coverage_territory"":""Worldwide"",""business_description"":""Marine cargo insurance for international shipping operations covering goods in transit via sea, air, and land transportation. The insured has 25 years of trading experience with excellent loss record."",""policy_limits"":""$50,000,000"",""premium_amount"":""$485,000"",""deductible"":""$25,000"",""brokerage_rate"":""15%"",""policy_inception_date"":""01/04/2025"",""policy_expiry_date"":""31/03/2026""}",{}
JIR-1753289281499-clo2601l,Slip - Reference 7286812318,jira,pending_data_extraction,3,7,XSX-4117,2025-07-23T16:48:01.499Z,2025-07-23T16:52:37.760Z,"{""slip_reference"":""LMX/2025/001"",""syndicate"":""623"",""lead_underwriter"":""James Wilson"",""broker_email"":""broker@lloydsunderwriting.com"",""risk_category"":""Marine Cargo"",""coverage_territory"":""Worldwide"",""business_description"":""Marine cargo insurance for international shipping operations covering goods in transit via sea, air, and land transportation. The insured has 25 years of trading experience with excellent loss record."",""policy_limits"":""$50,000,000"",""premium_amount"":""$485,000"",""deductible"":""$25,000"",""brokerage_rate"":""15%"",""policy_inception_date"":""01/04/2025"",""policy_expiry_date"":""31/03/2026""}",{}
JIR-1753289554927-w0ti1ehe,Slip - Reference 7286812318,jira,pending_human_response,0,1,XSX-4117,2025-07-23T16:52:34.927Z,2025-07-23T16:52:40.982Z,{},{}
JIR-1753290015536-ptree5zr,Slip - Reference 7286812318,jira,pending_data_extraction,3,7,XSX-4117,2025-07-23T17:00:15.537Z,2025-07-23T17:03:56.927Z,"{""slip_reference"":""LMX/2025/001"",""syndicate"":""623"",""lead_underwriter"":""James Wilson"",""broker_email"":""broker@lloydsunderwriting.com"",""risk_category"":""Marine Cargo"",""coverage_territory"":""Worldwide"",""business_description"":""Marine cargo insurance for international shipping operations covering goods in transit via sea, air, and land transportation. The insured has 25 years of trading experience with excellent loss record."",""policy_limits"":""$50,000,000"",""premium_amount"":""$485,000"",""deductible"":""$25,000"",""brokerage_rate"":""15%"",""policy_inception_date"":""01/04/2025"",""policy_expiry_date"":""31/03/2026""}",{}
JIR-1753290213290-wmvwqt5w,Backend Test Communication Agent,jira,pending_approval,1,7,TEST-BACKEND-001,2025-07-23T17:03:33.291Z,2025-07-23T17:04:27.122Z,{},{}
JIR-1753290389753-np888i1h,Slip - Reference 7286812318,jira,pending_data_extraction,4,7,XSX-4117,2025-07-23T17:06:29.754Z,2025-07-23T17:16:00.660Z,"{""slip_reference"":""LMX/2025/001"",""syndicate"":""623"",""lead_underwriter"":""James Wilson"",""broker_email"":""broker@lloydsunderwriting.com"",""risk_category"":""Marine Cargo"",""coverage_territory"":""Worldwide"",""business_description"":""Marine cargo insurance for international shipping operations covering goods in transit via sea, air, and land transportation. The insured has 25 years of trading experience with excellent loss record."",""policy_limits"":""$50,000,000"",""premium_amount"":""$485,000"",""deductible"":""$25,000"",""brokerage_rate"":""15%"",""policy_inception_date"":""01/04/2025"",""policy_expiry_date"":""31/03/2026""}",{}
JIR-1753291103281-r7w8on8p,Fresh Communication Agent Test,jira,pending_approval,1,7,TEST-1753291103142,2025-07-23T17:18:23.281Z,2025-07-23T17:19:02.463Z,{},{}
JIR-1753291252288-tyjom7nf,Slip - Reference 23123131313,jira,completed,5,7,XSX-4118,2025-07-23T17:20:52.288Z,2025-07-23T17:25:57.425Z,"{""slip_reference"":""LMX/2025/001"",""syndicate"":""623"",""lead_underwriter"":""James Wilson"",""broker_email"":""broker@lloydsunderwriting.com"",""risk_category"":""Marine Cargo"",""coverage_territory"":""Worldwide"",""business_description"":""Marine cargo insurance for international shipping operations covering goods in transit via sea, air, and land transportation. The insured has 25 years of trading experience with excellent loss record."",""policy_limits"":""$50,000,000"",""premium_amount"":""$485,000"",""deductible"":""$25,000"",""brokerage_rate"":""15%"",""policy_inception_date"":""01/04/2025"",""policy_expiry_date"":""31/03/2026""}",{}
JIR-1753291798136-5vn6ken8,Slip - Reference 23123131313,jira,completed,5,7,XSX-4118,2025-07-23T17:29:58.136Z,2025-07-23T17:30:51.497Z,"{""slip_reference"":""LMX/2025/001"",""syndicate"":""623"",""lead_underwriter"":""James Wilson"",""broker_email"":""broker@lloydsunderwriting.com"",""risk_category"":""Marine Cargo"",""coverage_territory"":""Worldwide"",""business_description"":""Marine cargo insurance for international shipping operations covering goods in transit via sea, air, and land transportation. The insured has 25 years of trading experience with excellent loss record."",""policy_limits"":""$50,000,000"",""premium_amount"":""$485,000"",""deductible"":""$25,000"",""brokerage_rate"":""15%"",""policy_inception_date"":""01/04/2025"",""policy_expiry_date"":""31/03/2026""}",{}
JIR-1753292067659-m5ku7yrb,Slip - Reference 23123131313,jira,completed,5,7,XSX-4118,2025-07-23T17:34:27.660Z,2025-07-23T17:35:19.158Z,"{""slip_reference"":""LMX/2025/001"",""syndicate"":""623"",""lead_underwriter"":""James Wilson"",""broker_email"":""broker@lloydsunderwriting.com"",""risk_category"":""Marine Cargo"",""coverage_territory"":""Worldwide"",""business_description"":""Marine cargo insurance for international shipping operations covering goods in transit via sea, air, and land transportation. The insured has 25 years of trading experience with excellent loss record."",""policy_limits"":""$50,000,000"",""premium_amount"":""$485,000"",""deductible"":""$25,000"",""brokerage_rate"":""15%"",""policy_inception_date"":""01/04/2025"",""policy_expiry_date"":""31/03/2026""}",{}
JIR-1753292285449-egqfugz4,sdasd,jira,completed,5,7,XSX-4119,2025-07-23T17:38:05.449Z,2025-07-23T17:39:04.940Z,"{""slip_reference"":""LMX/2025/001"",""syndicate"":""623"",""lead_underwriter"":""James Wilson"",""broker_email"":""broker@lloydsunderwriting.com"",""risk_category"":""Marine Cargo"",""coverage_territory"":""Worldwide"",""business_description"":""Marine cargo insurance for international shipping operations covering goods in transit via sea, air, and land transportation. The insured has 25 years of trading experience with excellent loss record."",""policy_limits"":""$50,000,000"",""premium_amount"":""$485,000"",""deductible"":""$25,000"",""brokerage_rate"":""15%"",""policy_inception_date"":""01/04/2025"",""policy_expiry_date"":""31/03/2026""}",{}
JIR-1753292572481-zonyvcqy,sdasd,jira,pending_data_extraction,1,7,XSX-4119,2025-07-23T17:42:52.482Z,2025-07-23T17:43:00.379Z,{},{}
JIR-1753292596343-tukguzvb,sdasd,jira,pending_data_extraction,1,7,XSX-4119,2025-07-23T17:43:16.343Z,2025-07-23T17:43:24.457Z,{},{}
JIR-1753292805317-f7pwpatu,sdasd,jira,completed,7,7,XSX-4119,2025-07-23T17:46:45.317Z,2025-07-23T17:47:40.032Z,"{""slip_reference"":""LMX/2025/001"",""syndicate"":""623"",""lead_underwriter"":""James Wilson"",""broker_email"":""broker@lloydsunderwriting.com"",""risk_category"":""Marine Cargo"",""coverage_territory"":""Worldwide"",""business_description"":""Marine cargo insurance for international shipping operations covering goods in transit via sea, air, and land transportation. The insured has 25 years of trading experience with excellent loss record."",""policy_limits"":""$50,000,000"",""premium_amount"":""$485,000"",""deductible"":""$25,000"",""brokerage_rate"":""15%"",""policy_inception_date"":""01/04/2025"",""policy_expiry_date"":""31/03/2026""}",{}
JIR-1753293630043-ytxzamka,sdasd,jira,pending_data_extraction,1,7,XSX-4119,2025-07-23T18:00:30.043Z,2025-07-23T18:00:38.063Z,{},{}
JIR-1753293802158-a9huwoos,sdasd,jira,completed,7,7,XSX-4119,2025-07-23T18:03:22.158Z,2025-07-23T18:05:19.676Z,"{""slip_reference"":""LMX/2025/001"",""syndicate"":""623"",""lead_underwriter"":""James Wilson"",""broker_email"":""broker@lloydsunderwriting.com"",""risk_category"":""Marine Cargo"",""coverage_territory"":""Worldwide"",""business_description"":""Marine cargo insurance for international shipping operations covering goods in transit via sea, air, and land transportation. The insured has 25 years of trading experience with excellent loss record."",""policy_limits"":""$50,000,000"",""premium_amount"":""$485,000"",""deductible"":""$25,000"",""brokerage_rate"":""15%"",""policy_inception_date"":""01/04/2025"",""policy_expiry_date"":""31/03/2026""}",{}
JIR-1753294084650-yeedo9tl,Test Updated Sanctions Message,jira,pending_data_extraction,1,7,HIS-TEST,2025-07-23T18:08:04.650Z,2025-07-23T18:08:12.620Z,{},{}
JIR-1753294276967-mbhb48fo,wqdqwd,jira,completed,7,7,XSX-4120,2025-07-23T18:11:16.967Z,2025-07-23T18:12:13.317Z,"{""slip_reference"":""LMX/2025/001"",""syndicate"":""623"",""lead_underwriter"":""James Wilson"",""broker_email"":""broker@lloydsunderwriting.com"",""risk_category"":""Marine Cargo"",""coverage_territory"":""Worldwide"",""business_description"":""Marine cargo insurance for international shipping operations covering goods in transit via sea, air, and land transportation. The insured has 25 years of trading experience with excellent loss record."",""policy_limits"":""$50,000,000"",""premium_amount"":""$485,000"",""deductible"":""$25,000"",""brokerage_rate"":""15%"",""policy_inception_date"":""01/04/2025"",""policy_expiry_date"":""31/03/2026""}",{}
JIR-1753296250890-8najg18q,Test Updated Sanctions Message v2,jira,pending_human_response,1,7,HIS-UPDATE,2025-07-23T18:44:10.890Z,2025-07-23T18:45:45.696Z,{},{}
JIR-1753296379963-m7822aew,Test Sanctions Message with Real Ticket,jira,completed,7,7,HIS-88,2025-07-23T18:46:19.963Z,2025-07-23T18:47:21.778Z,{},{}
JIR-1753296545587-nlsyr1yo,Final Test - Updated Sanctions Message,jira,completed,7,7,HIS-88,2025-07-23T18:49:05.587Z,2025-07-23T18:50:03.520Z,{},{}
JIR-1753300135336-e9ghr4mb,wqdqwd,jira,completed,7,7,XSX-4120,2025-07-23T19:48:55.337Z,2025-07-23T19:49:50.631Z,"{""slip_reference"":""LMX/2025/001"",""syndicate"":""623"",""lead_underwriter"":""James Wilson"",""broker_email"":""broker@lloydsunderwriting.com"",""risk_category"":""Marine Cargo"",""coverage_territory"":""Worldwide"",""business_description"":""Marine cargo insurance for international shipping operations covering goods in transit via sea, air, and land transportation. The insured has 25 years of trading experience with excellent loss record."",""policy_limits"":""$50,000,000"",""premium_amount"":""$485,000"",""deductible"":""$25,000"",""brokerage_rate"":""15%"",""policy_inception_date"":""01/04/2025"",""policy_expiry_date"":""31/03/2026""}",{}
JIR-1753300406442-0y9i31ht,Realistic Timing Test - Agent Progress Demo,jira_review,running,1,7,TIMING-TEST-001,2025-07-23T19:53:26.442Z,2025-07-23T19:53:43.314Z,"{""test"":""approved""}",{}
JIR-1753300434653-mtxfjexu,Slip - Reference 23123131313,jira,running,1,7,XSX-4118,2025-07-23T19:53:54.653Z,2025-07-23T19:54:11.021Z,"{""slip_reference"":""LMX/2025/001"",""syndicate"":""623"",""lead_underwriter"":""James Wilson"",""broker_email"":""broker@lloydsunderwriting.com"",""risk_category"":""Marine Cargo"",""coverage_territory"":""Worldwide"",""business_description"":""Marine cargo insurance for international shipping operations covering goods in transit via sea, air, and land transportation. The insured has 25 years of trading experience with excellent loss record."",""policy_limits"":""$50,000,000"",""premium_amount"":""$485,000"",""deductible"":""$25,000"",""brokerage_rate"":""15%"",""policy_inception_date"":""01/04/2025"",""policy_expiry_date"":""31/03/2026""}",{}
JIR-1753300546681-dl8d3ko7,sdasd,jira,pending_approval,2,7,XSX-4119,2025-07-23T19:55:46.681Z,2025-07-23T20:01:07.496Z,"{""slip_reference"":""LMX/2025/001"",""syndicate"":""623"",""lead_underwriter"":""James Wilson"",""broker_email"":""broker@lloydsunderwriting.com"",""risk_category"":""Marine Cargo"",""coverage_territory"":""Worldwide"",""business_description"":""Marine cargo insurance for international shipping operations covering goods in transit via sea, air, and land transportation. The insured has 25 years of trading experience with excellent loss record."",""policy_limits"":""$50,000,000"",""premium_amount"":""$485,000"",""deductible"":""$25,000"",""brokerage_rate"":""15%"",""policy_inception_date"":""01/04/2025"",""policy_expiry_date"":""31/03/2026""}",{}
JIR-1753301040621-upz9cub2,sdasd,jira,pending_approval,2,7,XSX-4119,2025-07-23T20:04:00.621Z,2025-07-23T20:05:53.940Z,"{""slip_reference"":""LMX/2025/001"",""syndicate"":""623"",""lead_underwriter"":""James Wilson"",""broker_email"":""broker@lloydsunderwriting.com"",""risk_category"":""Marine Cargo"",""coverage_territory"":""Worldwide"",""business_description"":""Marine cargo insurance for international shipping operations covering goods in transit via sea, air, and land transportation. The insured has 25 years of trading experience with excellent loss record."",""policy_limits"":""$50,000,000"",""premium_amount"":""$485,000"",""deductible"":""$25,000"",""brokerage_rate"":""15%"",""policy_inception_date"":""01/04/2025"",""policy_expiry_date"":""31/03/2026""}",{}
JIR-1753321047840-s9lvrxbo,wqdqwd,jira,pending_data_extraction,1,7,XSX-4120,2025-07-24T01:37:27.840Z,2025-07-24T01:37:36.491Z,{},{}
JIR-1753321542450-2kl5htiy,wqdqwd,jira,pending_data_extraction,1,7,XSX-4120,2025-07-24T01:45:42.450Z,2025-07-24T01:45:50.358Z,{},{}
JIR-1753330495548-fv4qja89,wqdqwd,jira,pending_data_extraction,0,7,XSX-4120,2025-07-24T04:14:55.548Z,2025-07-24T04:42:32.790Z,"{""contact_role"":""ABC Private Limited"",""title"":""Y"",""re_assured_name"":""ABC Private Limited"",""re_assured_main"":""Y"",""inception_date"":""01/01/2025"",""expiry_date"":""31/12/2025"",""settlement_due_date"":""30/03/2025"",""limit_amount"":""10,000,000.00"",""limit_currency"":""USD"",""limit_basis"":""PER OCC"",""deductible_amount"":""10,000.00"",""deductible_currency"":""USD"",""deductible_basis"":""PER OCC"",""tiv_amount_1"":""284,860,219.00"",""tiv_currency_1"":""USD"",""tiv_amount_2"":""1,045,000.00"",""tiv_currency_2"":""USD"",""clause_1"":""Found"",""clause_2"":""Found"",""clause_3"":""Found"",""clause_4"":""Found"",""clause_5"":""Found"",""clause_6"":""Not Found"",""clause_7"":""Found"",""clause_8"":""Found"",""clause_9"":""Found"",""clause_10"":""Found"",""clause_11"":""Found"",""clause_12"":""Found"",""clause_13"":""Found"",""clause_14"":""Not Found"",""clause_15"":""Not Found"",""clause_16"":""Found"",""clause_17"":""Found"",""clause_18"":""Found"",""clause_19"":""Not Found"",""clause_20"":""Not Found"",""deduction_type_1"":""Brokerage"",""deduction_percentage_1"":""20%"",""deduction_type_2"":""Commission"",""deduction_percentage_2"":""15%"",""deduction_type_3"":""Administrative Fee"",""deduction_percentage_3"":""5%"",""riskcode1"":""P3"",""riskcode1_percentage_1"":""100%"",""leader_overall"":""ABC Syndicate"",""Polreference"":"" "",""written_line_ref"":"" ""}",{}
JIR-1753332151740-2d68q2wo,wqdqwd,jira,pending_data_extraction,2,7,XSX-4120,2025-07-24T04:42:31.740Z,2025-07-24T04:44:46.761Z,"{""contact_role"":""ABC Private Limited"",""title"":""Y"",""re_assured_name"":""ABC Private Limited"",""re_assured_main"":""Y"",""inception_date"":""01/01/2025"",""expiry_date"":""31/12/2025"",""settlement_due_date"":""30/03/2025"",""limit_amount"":""10,000,000.00"",""limit_currency"":""USD"",""limit_basis"":""PER OCC"",""deductible_amount"":""10,000.00"",""deductible_currency"":""USD"",""deductible_basis"":""PER OCC"",""tiv_amount_1"":""284,860,219.00"",""tiv_currency_1"":""USD"",""tiv_amount_2"":""1,045,000.00"",""tiv_currency_2"":""USD"",""clause_1"":""Found"",""clause_2"":""Found"",""clause_3"":""Found"",""clause_4"":""Found"",""clause_5"":""Found"",""clause_6"":""Not Found"",""clause_7"":""Found"",""clause_8"":""Found"",""clause_9"":""Found"",""clause_10"":""Found"",""clause_11"":""Found"",""clause_12"":""Found"",""clause_13"":""Found"",""clause_14"":""Not Found"",""clause_15"":""Not Found"",""clause_16"":""Found"",""clause_17"":""Found"",""clause_18"":""Found"",""clause_19"":""Not Found"",""clause_20"":""Not Found"",""deduction_type_1"":""Brokerage"",""deduction_percentage_1"":""20%"",""deduction_type_2"":""Commission"",""deduction_percentage_2"":""15%"",""deduction_type_3"":""Administrative Fee"",""deduction_percentage_3"":""5%"",""riskcode1"":""P3"",""riskcode1_percentage_1"":""100%"",""leader_overall"":""ABC Syndicate"",""Polreference"":"" "",""written_line_ref"":"" ""}",{}
JIR-1753332292683-1igl8qaw,wqdqwd,jira,pending_approval,2,7,XSX-4120,2025-07-24T04:44:52.683Z,2025-07-24T04:46:46.625Z,"{""contact_role"":""ABC Private Limited"",""title"":""Y"",""re_assured_name"":""ABC Private Limited"",""re_assured_main"":""Y"",""inception_date"":""01/01/2025"",""expiry_date"":""31/12/2025"",""settlement_due_date"":""30/03/2025"",""limit_amount"":""10,000,000.00"",""limit_currency"":""USD"",""limit_basis"":""PER OCC"",""deductible_amount"":""10,000.00"",""deductible_currency"":""USD"",""deductible_basis"":""PER OCC"",""tiv_amount_1"":""284,860,219.00"",""tiv_currency_1"":""USD"",""tiv_amount_2"":""1,045,000.00"",""tiv_currency_2"":""USD"",""clause_1"":""Found"",""clause_2"":""Found"",""clause_3"":""Found"",""clause_4"":""Found"",""clause_5"":""Found"",""clause_6"":""Not Found"",""clause_7"":""Found"",""clause_8"":""Found"",""clause_9"":""Found"",""clause_10"":""Found"",""clause_11"":""Found"",""clause_12"":""Found"",""clause_13"":""Found"",""clause_14"":""Not Found"",""clause_15"":""Not Found"",""clause_16"":""Found"",""clause_17"":""Found"",""clause_18"":""Found"",""clause_19"":""Not Found"",""clause_20"":""Not Found"",""deduction_type_1"":""Brokerage"",""deduction_percentage_1"":""20%"",""deduction_type_2"":""Commission"",""deduction_percentage_2"":""15%"",""deduction_type_3"":""Administrative Fee"",""deduction_percentage_3"":""5%"",""riskcode1"":""P3"",""riskcode1_percentage_1"":""100%"",""leader_overall"":""ABC Syndicate"",""Polreference"":"" "",""written_line_ref"":"" ""}",{}
JIR-1753332445804-y2epn6ge,wqdqwd,jira,pending_approval,2,7,XSX-4120,2025-07-24T04:47:25.804Z,2025-07-24T04:49:20.460Z,"{""contact_role"":""ABC Private Limited"",""title"":""Y"",""re_assured_name"":""ABC Private Limited"",""re_assured_main"":""Y"",""inception_date"":""01/01/2025"",""expiry_date"":""31/12/2025"",""settlement_due_date"":""30/03/2025"",""limit_amount"":""10,000,000.00"",""limit_currency"":""USD"",""limit_basis"":""PER OCC"",""deductible_amount"":""10,000.00"",""deductible_currency"":""USD"",""deductible_basis"":""PER OCC"",""tiv_amount_1"":""284,860,219.00"",""tiv_currency_1"":""USD"",""tiv_amount_2"":""1,045,000.00"",""tiv_currency_2"":""USD"",""clause_1"":""Found"",""clause_2"":""Found"",""clause_3"":""Found"",""clause_4"":""Found"",""clause_5"":""Found"",""clause_6"":""Not Found"",""clause_7"":""Found"",""clause_8"":""Found"",""clause_9"":""Found"",""clause_10"":""Found"",""clause_11"":""Found"",""clause_12"":""Found"",""clause_13"":""Found"",""clause_14"":""Not Found"",""clause_15"":""Not Found"",""clause_16"":""Found"",""clause_17"":""Found"",""clause_18"":""Found"",""clause_19"":""Not Found"",""clause_20"":""Not Found"",""deduction_type_1"":""Brokerage"",""deduction_percentage_1"":""20%"",""deduction_type_2"":""Commission"",""deduction_percentage_2"":""15%"",""deduction_type_3"":""Administrative Fee"",""deduction_percentage_3"":""5%"",""riskcode1"":""P3"",""riskcode1_percentage_1"":""100%"",""leader_overall"":""ABC Syndicate"",""Polreference"":"" "",""written_line_ref"":"" ""}",{}
JIR-1753332588097-s5kfm0us,wqdqwd,jira,pending_data_extraction,2,7,XSX-4120,2025-07-24T04:49:48.097Z,2025-07-24T04:51:45.360Z,"{""contact_role"":""ABC Private Limited"",""title"":""Y"",""re_assured_name"":""ABC Private Limited"",""re_assured_main"":""Y"",""inception_date"":""01/01/2025"",""expiry_date"":""31/12/2025"",""settlement_due_date"":""30/03/2025"",""limit_amount"":""10,000,000.00"",""limit_currency"":""USD"",""limit_basis"":""PER OCC"",""deductible_amount"":""10,000.00"",""deductible_currency"":""USD"",""deductible_basis"":""PER OCC"",""tiv_amount_1"":""284,860,219.00"",""tiv_currency_1"":""USD"",""tiv_amount_2"":""1,045,000.00"",""tiv_currency_2"":""USD"",""clause_1"":""Found"",""clause_2"":""Found"",""clause_3"":""Found"",""clause_4"":""Found"",""clause_5"":""Found"",""clause_6"":""Not Found"",""clause_7"":""Found"",""clause_8"":""Found"",""clause_9"":""Found"",""clause_10"":""Found"",""clause_11"":""Found"",""clause_12"":""Found"",""clause_13"":""Found"",""clause_14"":""Not Found"",""clause_15"":""Not Found"",""clause_16"":""Found"",""clause_17"":""Found"",""clause_18"":""Found"",""clause_19"":""Not Found"",""clause_20"":""Not Found"",""deduction_type_1"":""Brokerage"",""deduction_percentage_1"":""20%"",""deduction_type_2"":""Commission"",""deduction_percentage_2"":""15%"",""deduction_type_3"":""Administrative Fee"",""deduction_percentage_3"":""5%"",""riskcode1"":""P3"",""riskcode1_percentage_1"":""100%"",""leader_overall"":""ABC Syndicate"",""Polreference"":"" "",""written_line_ref"":"" ""}",{}
JIR-1753332704339-k4a1ntoj,Ultra Fast Test,jira,completed,7,7,XSX-4121,2025-07-24T04:51:44.340Z,2025-07-24T04:54:26.680Z,"{""contact_role"":""ABC Private Limited"",""title"":""Y"",""re_assured_name"":""ABC Private Limited"",""re_assured_main"":""Y"",""inception_date"":""01/01/2025"",""expiry_date"":""31/12/2025"",""settlement_due_date"":""30/03/2025"",""limit_amount"":""10,000,000.00"",""limit_currency"":""USD"",""limit_basis"":""PER OCC"",""deductible_amount"":""10,000.00"",""deductible_currency"":""USD"",""deductible_basis"":""PER OCC"",""tiv_amount_1"":""284,860,219.00"",""tiv_currency_1"":""USD"",""tiv_amount_2"":""1,045,000.00"",""tiv_currency_2"":""USD"",""clause_1"":""Found"",""clause_2"":""Found"",""clause_3"":""Found"",""clause_4"":""Found"",""clause_5"":""Found"",""clause_6"":""Not Found"",""clause_7"":""Found"",""clause_8"":""Found"",""clause_9"":""Found"",""clause_10"":""Found"",""clause_11"":""Found"",""clause_12"":""Found"",""clause_13"":""Found"",""clause_14"":""Not Found"",""clause_15"":""Not Found"",""clause_16"":""Found"",""clause_17"":""Found"",""clause_18"":""Found"",""clause_19"":""Not Found"",""clause_20"":""Not Found"",""deduction_type_1"":""Brokerage"",""deduction_percentage_1"":""20%"",""deduction_type_2"":""Commission"",""deduction_percentage_2"":""15%"",""deduction_type_3"":""Administrative Fee"",""deduction_percentage_3"":""5%"",""riskcode1"":""P3"",""riskcode1_percentage_1"":""100%"",""leader_overall"":""ABC Syndicate"",""Polreference"":"" "",""written_line_ref"":"" ""}",{}
JIR-1753332739398-xx394wj4,wqdqwd,jira,completed,7,7,XSX-4120,2025-07-24T04:52:19.398Z,2025-07-24T04:52:52.687Z,"{""contact_role"":""ABC Private Limited"",""title"":""Y"",""re_assured_name"":""ABC Private Limited"",""re_assured_main"":""Y"",""inception_date"":""01/01/2025"",""expiry_date"":""31/12/2025"",""settlement_due_date"":""30/03/2025"",""limit_amount"":""10,000,000.00"",""limit_currency"":""USD"",""limit_basis"":""PER OCC"",""deductible_amount"":""10,000.00"",""deductible_currency"":""USD"",""deductible_basis"":""PER OCC"",""tiv_amount_1"":""284,860,219.00"",""tiv_currency_1"":""USD"",""tiv_amount_2"":""1,045,000.00"",""tiv_currency_2"":""USD"",""clause_1"":""Found"",""clause_2"":""Found"",""clause_3"":""Found"",""clause_4"":""Found"",""clause_5"":""Found"",""clause_6"":""Not Found"",""clause_7"":""Found"",""clause_8"":""Found"",""clause_9"":""Found"",""clause_10"":""Found"",""clause_11"":""Found"",""clause_12"":""Found"",""clause_13"":""Found"",""clause_14"":""Not Found"",""clause_15"":""Not Found"",""clause_16"":""Found"",""clause_17"":""Found"",""clause_18"":""Found"",""clause_19"":""Not Found"",""clause_20"":""Not Found"",""deduction_type_1"":""Brokerage"",""deduction_percentage_1"":""20%"",""deduction_type_2"":""Commission"",""deduction_percentage_2"":""15%"",""deduction_type_3"":""Administrative Fee"",""deduction_percentage_3"":""5%"",""riskcode1"":""P3"",""riskcode1_percentage_1"":""100%"",""leader_overall"":""ABC Syndicate"",""Polreference"":"" "",""written_line_ref"":"" ""}",{}
